Group,Year,County,Enrollment
Black Students,2005,SANTA CRUZ COUNTY,577
Black Students,2005,SHASTA COUNTY,517
Black Students,2005,SIERRA COUNTY,3
Black Students,2005,SISKIYOU COUNTY,148
Black Students,2005,SOLANO COUNTY,14489
Black Students,2005,SONOMA COUNTY,1859
Black Students,2005,STANISLAUS COUNTY,4245
Black Students,2005,SUTTER COUNTY,436
Black Students,2005,TEHAMA COUNTY,153
Black Students,2005,TRINITY COUNTY,9
Black Students,2005,TULARE COUNTY,1957
Black Students,2005,TUOLUMNE COUNTY,75
Black Students,2005,VENTURA COUNTY,3382
Black Students,2005,YOLO COUNTY,931
Black Students,2005,YUBA COUNTY,560
Black Students,2004,ALAMEDA COUNTY,38353
Black Students,2004,ALPINE COUNTY,1
Black Students,2004,AMADOR COUNTY,193
Black Students,2004,BUTTE COUNTY,918
Black Students,2004,CALAVERAS COUNTY,92
Black Students,2004,COLUSA COUNTY,56
Black Students,2004,CONTRA COSTA COUNTY,19832
Black Students,2004,DEL NORTE COUNTY,48
Black Students,2004,EL DORADO COUNTY,362
Black Students,2004,FRESNO COUNTY,13193
Black Students,2004,GLENN COUNTY,94
Black Students,2004,HUMBOLDT COUNTY,345
Black Students,2004,IMPERIAL COUNTY,548
Black Students,2004,INYO COUNTY,25
Black Students,2004,KERN COUNTY,11476
Black Students,2004,KINGS COUNTY,1804
Black Students,2004,LAKE COUNTY,304
Black Students,2004,LASSEN COUNTY,205
Black Students,2004,LOS ANGELES COUNTY,179660
Black Students,2004,MADERA COUNTY,767
Black Students,2004,MARIN COUNTY,987
Black Students,2004,MARIPOSA COUNTY,26
Black Students,2004,MENDOCINO COUNTY,174
Black Students,2004,MERCED COUNTY,2407
Black Students,2004,MODOC COUNTY,10
Black Students,2004,MONO COUNTY,22
Black Students,2004,MONTEREY COUNTY,2472
Black Students,2004,NAPA COUNTY,331
Black Students,2004,NEVADA COUNTY,161
Black Students,2004,ORANGE COUNTY,9589
Black Students,2004,PLACER COUNTY,1739
Black Students,2004,PLUMAS COUNTY,65
Black Students,2004,RIVERSIDE COUNTY,29514
Black Students,2004,SACRAMENTO COUNTY,38224
Black Students,2004,SAN BENITO COUNTY,91
Black Students,2004,SAN BERNARDINO COUNTY,47396
Black Students,2004,SAN DIEGO COUNTY,37546
Black Students,2004,SAN FRANCISCO COUNTY,8510
Black Students,2004,SAN JOAQUIN COUNTY,13391
Black Students,2004,SAN LUIS OBISPO COUNTY,755
Black Students,2004,SAN MATEO COUNTY,4112
Black Students,2004,SANTA BARBARA COUNTY,1668
Black Students,2004,SANTA CLARA COUNTY,8692
Black Students,2004,SANTA CRUZ COUNTY,550
Black Students,2004,SHASTA COUNTY,530
Black Students,2004,SIERRA COUNTY,5
Black Students,2004,SISKIYOU COUNTY,161
Black Students,2004,SOLANO COUNTY,14677
Black Students,2004,SONOMA COUNTY,1802
Black Students,2004,STANISLAUS COUNTY,4093
Black Students,2004,SUTTER COUNTY,424
Black Students,2004,TEHAMA COUNTY,135
Black Students,2004,TRINITY COUNTY,7
Black Students,2004,TULARE COUNTY,1922
Black Students,2004,TUOLUMNE COUNTY,69
Black Students,2004,VENTURA COUNTY,3447
Black Students,2004,YOLO COUNTY,878
Black Students,2004,YUBA COUNTY,531
Black Students,2003,ALAMEDA COUNTY,39408
Black Students,2003,ALPINE COUNTY,0
Black Students,2003,AMADOR COUNTY,208
Black Students,2003,BUTTE COUNTY,927
Black Students,2003,CALAVERAS COUNTY,98
Black Students,2003,COLUSA COUNTY,70
Black Students,2003,CONTRA COSTA COUNTY,20076
Black Students,2003,DEL NORTE COUNTY,42
Black Students,2003,EL DORADO COUNTY,604
Black Students,2003,FRESNO COUNTY,13231
Black Students,2003,GLENN COUNTY,79
Black Students,2003,HUMBOLDT COUNTY,407
Black Students,2003,IMPERIAL COUNTY,574
Black Students,2003,INYO COUNTY,28
Black Students,2003,KERN COUNTY,11529
Black Students,2003,KINGS COUNTY,1839
Black Students,2003,LAKE COUNTY,324
Black Students,2003,LASSEN COUNTY,320
Black Students,2003,LOS ANGELES COUNTY,183841
Black Students,2003,MADERA COUNTY,741
Black Students,2003,MARIN COUNTY,1000
Black Students,2003,MARIPOSA COUNTY,30
Black Students,2003,MENDOCINO COUNTY,167
Black Students,2003,MERCED COUNTY,2477
Black Students,2003,MODOC COUNTY,14
Black Students,2003,MONO COUNTY,18
Black Students,2003,MONTEREY COUNTY,2471
Black Students,2003,NAPA COUNTY,347
Black Students,2003,NEVADA COUNTY,146
Black Students,2003,ORANGE COUNTY,9638
Black Students,2003,PLACER COUNTY,1034
Black Students,2003,PLUMAS COUNTY,62
Black Students,2003,RIVERSIDE COUNTY,29011
Black Students,2003,SACRAMENTO COUNTY,37336
Black Students,2003,SAN BENITO COUNTY,104
Black Students,2003,SAN BERNARDINO COUNTY,48359
Black Students,2003,SAN DIEGO COUNTY,38203
Black Students,2003,SAN FRANCISCO COUNTY,8907
Black Students,2003,SAN JOAQUIN COUNTY,12796
Black Students,2003,SAN LUIS OBISPO COUNTY,859
Black Students,2003,SAN MATEO COUNTY,3938
Black Students,2003,SANTA BARBARA COUNTY,1718
Black Students,2003,SANTA CLARA COUNTY,8743
Black Students,2003,SANTA CRUZ COUNTY,520
Black Students,2003,SHASTA COUNTY,497
Black Students,2003,SIERRA COUNTY,6
Black Students,2003,SISKIYOU COUNTY,136
Black Students,2003,SOLANO COUNTY,14744
Black Students,2003,SONOMA COUNTY,1812
Black Students,2003,STANISLAUS COUNTY,4021
Black Students,2003,SUTTER COUNTY,412
Black Students,2003,TEHAMA COUNTY,119
Black Students,2003,TRINITY COUNTY,7
Black Students,2003,TULARE COUNTY,1880
Black Students,2003,TUOLUMNE COUNTY,66
Black Students,2003,VENTURA COUNTY,3288
Black Students,2003,YOLO COUNTY,907
Black Students,2003,YUBA COUNTY,558
Black Students,2002,ALAMEDA COUNTY,40638
Black Students,2002,ALPINE COUNTY,0
Black Students,2002,AMADOR COUNTY,190
Black Students,2002,BUTTE COUNTY,939
Black Students,2002,CALAVERAS COUNTY,94
Black Students,2002,COLUSA COUNTY,77
Black Students,2002,CONTRA COSTA COUNTY,19711
Black Students,2002,DEL NORTE COUNTY,29
Black Students,2002,EL DORADO COUNTY,613
Black Students,2002,FRESNO COUNTY,13321
Black Students,2002,GLENN COUNTY,57
Black Students,2002,HUMBOLDT COUNTY,378
Black Students,2002,IMPERIAL COUNTY,595
Black Students,2002,INYO COUNTY,26
Black Students,2002,KERN COUNTY,11405
Black Students,2002,KINGS COUNTY,1813
Black Students,2002,LAKE COUNTY,363
Black Students,2002,LASSEN COUNTY,578
Black Students,2002,LOS ANGELES COUNTY,187942
Black Students,2002,MADERA COUNTY,709
Black Students,2002,MARIN COUNTY,1053
Black Students,2002,MARIPOSA COUNTY,55
Black Students,2002,MENDOCINO COUNTY,175
Black Students,2002,MERCED COUNTY,2482
Black Students,2002,MODOC COUNTY,18
Black Students,2002,MONO COUNTY,14
Black Students,2002,MONTEREY COUNTY,2582
Black Students,2002,NAPA COUNTY,402
Black Students,2002,NEVADA COUNTY,174
Black Students,2002,ORANGE COUNTY,9859
Black Students,2002,PLACER COUNTY,1030
Black Students,2002,PLUMAS COUNTY,50
Black Students,2002,RIVERSIDE COUNTY,28202
Black Students,2002,SACRAMENTO COUNTY,36496
Black Students,2002,SAN BENITO COUNTY,135
Black Students,2002,SAN BERNARDINO COUNTY,48424
Black Students,2002,SAN DIEGO COUNTY,39123
Black Students,2002,SAN FRANCISCO COUNTY,9123
Black Students,2002,SAN JOAQUIN COUNTY,12519
Black Students,2002,SAN LUIS OBISPO COUNTY,921
Black Students,2002,SAN MATEO COUNTY,3996
Black Students,2002,SANTA BARBARA COUNTY,1713
Black Students,2002,SANTA CLARA COUNTY,8691
Black Students,2002,SANTA CRUZ COUNTY,522
Black Students,2002,SHASTA COUNTY,501
Black Students,2002,SIERRA COUNTY,7
Black Students,2002,SISKIYOU COUNTY,143
Black Students,2002,SOLANO COUNTY,14650
Black Students,2002,SONOMA COUNTY,1710
Black Students,2002,STANISLAUS COUNTY,4104
Black Students,2002,SUTTER COUNTY,416
Black Students,2002,TEHAMA COUNTY,112
Black Students,2002,TRINITY COUNTY,10
Black Students,2002,TULARE COUNTY,1965
Black Students,2002,TUOLUMNE COUNTY,69
Black Students,2002,VENTURA COUNTY,3318
Black Students,2002,YOLO COUNTY,916
Black Students,2002,YUBA COUNTY,647
Black Students,2001,ALAMEDA COUNTY,40862
Black Students,2001,ALPINE COUNTY,0
Black Students,2001,AMADOR COUNTY,220
Black Students,2001,BUTTE COUNTY,936
Black Students,2001,CALAVERAS COUNTY,83
Black Students,2001,COLUSA COUNTY,78
Black Students,2001,CONTRA COSTA COUNTY,19689
Black Students,2001,DEL NORTE COUNTY,33
Black Students,2001,EL DORADO COUNTY,261
Black Students,2001,FRESNO COUNTY,13287
Black Students,2001,GLENN COUNTY,52
Black Students,2001,HUMBOLDT COUNTY,356
Black Students,2001,IMPERIAL COUNTY,612
Black Students,2001,INYO COUNTY,22
Black Students,2001,KERN COUNTY,11083
Black Students,2001,KINGS COUNTY,1752
Black Students,2001,LAKE COUNTY,331
Black Students,2001,LASSEN COUNTY,143
Black Students,2001,LOS ANGELES COUNTY,187817
Black Students,2001,MADERA COUNTY,710
Black Students,2001,MARIN COUNTY,1045
Black Students,2001,MARIPOSA COUNTY,24
Black Students,2001,MENDOCINO COUNTY,168
Black Students,2001,MERCED COUNTY,2325
Black Students,2001,MODOC COUNTY,15
Black Students,2001,MONO COUNTY,38
Black Students,2001,MONTEREY COUNTY,2696
Black Students,2001,NAPA COUNTY,358
Black Students,2001,NEVADA COUNTY,254
Black Students,2001,ORANGE COUNTY,9578
Black Students,2001,PLACER COUNTY,1397
Black Students,2001,PLUMAS COUNTY,41
Black Students,2001,RIVERSIDE COUNTY,27296
Black Students,2001,SACRAMENTO COUNTY,35382
Black Students,2001,SAN BENITO COUNTY,118
Black Students,2001,SAN BERNARDINO COUNTY,46670
Black Students,2001,SAN DIEGO COUNTY,40046
Black Students,2001,SAN FRANCISCO COUNTY,9678
Black Students,2001,SAN JOAQUIN COUNTY,12341
Black Students,2001,SAN LUIS OBISPO COUNTY,907
Black Students,2001,SAN MATEO COUNTY,4153
Black Students,2001,SANTA BARBARA COUNTY,1873
Black Students,2001,SANTA CLARA COUNTY,8753
Black Students,2001,SANTA CRUZ COUNTY,560
Black Students,2001,SHASTA COUNTY,480
Black Students,2001,SIERRA COUNTY,8
Black Students,2001,SISKIYOU COUNTY,150
Black Students,2001,SOLANO COUNTY,14760
Black Students,2001,SONOMA COUNTY,1841
Black Students,2001,STANISLAUS COUNTY,3999
Black Students,2001,SUTTER COUNTY,367
Black Students,2001,TEHAMA COUNTY,142
Black Students,2001,TRINITY COUNTY,11
Black Students,2001,TULARE COUNTY,1907
Black Students,2001,TUOLUMNE COUNTY,68
Black Students,2001,VENTURA COUNTY,3653
Black Students,2001,YOLO COUNTY,834
Black Students,2001,YUBA COUNTY,733
Black Students,2000,ALAMEDA COUNTY,42858
Black Students,2000,ALPINE COUNTY,1
Black Students,2000,AMADOR COUNTY,224
Black Students,2000,BUTTE COUNTY,882
Black Students,2000,CALAVERAS COUNTY,80
Black Students,2000,COLUSA COUNTY,58
Black Students,2000,CONTRA COSTA COUNTY,19995
Black Students,2000,DEL NORTE COUNTY,16
Black Students,2000,EL DORADO COUNTY,255
Black Students,2000,FRESNO COUNTY,12670
Black Students,2000,GLENN COUNTY,45
Black Students,2000,HUMBOLDT COUNTY,344
Black Students,2000,IMPERIAL COUNTY,563
Black Students,2000,INYO COUNTY,29
Black Students,2000,KERN COUNTY,10672
Black Students,2000,KINGS COUNTY,1728
Black Students,2000,LAKE COUNTY,323
Black Students,2000,LASSEN COUNTY,83
Black Students,2000,LOS ANGELES COUNTY,188480
Black Students,2000,MADERA COUNTY,691
Black Students,2000,MARIN COUNTY,1016
Black Students,2000,MARIPOSA COUNTY,21
Black Students,2000,MENDOCINO COUNTY,172
Black Students,2000,MERCED COUNTY,2403
Black Students,2000,MODOC COUNTY,26
Black Students,2000,MONO COUNTY,18
Black Students,2000,MONTEREY COUNTY,2797
Black Students,2000,NAPA COUNTY,299
Black Students,2000,NEVADA COUNTY,275
Black Students,2000,ORANGE COUNTY,9654
Black Students,2000,PLACER COUNTY,1122
Black Students,2000,PLUMAS COUNTY,47
Black Students,2000,RIVERSIDE COUNTY,26511
Black Students,2000,SACRAMENTO COUNTY,34189
Black Students,2000,SAN BENITO COUNTY,114
Black Students,2000,SAN BERNARDINO COUNTY,44860
Black Students,2000,SAN DIEGO COUNTY,40739
Black Students,2000,SAN FRANCISCO COUNTY,9957
Black Students,2000,SAN JOAQUIN COUNTY,11403
Black Students,2000,SAN LUIS OBISPO COUNTY,870
Black Students,2000,SAN MATEO COUNTY,4315
Black Students,2000,SANTA BARBARA COUNTY,1795
Black Students,2000,SANTA CLARA COUNTY,9199
Black Students,2000,SANTA CRUZ COUNTY,566
Black Students,2000,SHASTA COUNTY,459
Black Students,2000,SIERRA COUNTY,79
Black Students,2000,SISKIYOU COUNTY,148
Black Students,2000,SOLANO COUNTY,14894
Black Students,2000,SONOMA COUNTY,1801
Black Students,2000,STANISLAUS COUNTY,3801
Black Students,2000,SUTTER COUNTY,396
Black Students,2000,TEHAMA COUNTY,133
Black Students,2000,TRINITY COUNTY,5
Black Students,2000,TULARE COUNTY,1882
Black Students,2000,TUOLUMNE COUNTY,72
Black Students,2000,VENTURA COUNTY,3407
Black Students,2000,YOLO COUNTY,768
Black Students,2000,YUBA COUNTY,569
Black Students,1999,ALAMEDA COUNTY,44972
Black Students,1999,ALPINE COUNTY,1
Black Students,1999,AMADOR COUNTY,231
Black Students,1999,BUTTE COUNTY,893
Black Students,1999,CALAVERAS COUNTY,80
Black Students,1999,COLUSA COUNTY,84
Black Students,1999,CONTRA COSTA COUNTY,20232
Black Students,1999,DEL NORTE COUNTY,26
Black Students,1999,EL DORADO COUNTY,252
Black Students,1999,FRESNO COUNTY,12186
Black Students,1999,GLENN COUNTY,32
Black Students,1999,HUMBOLDT COUNTY,283
Black Students,1999,IMPERIAL COUNTY,604
Black Students,1999,INYO COUNTY,25
Black Students,1999,KERN COUNTY,10691
Black Students,1999,KINGS COUNTY,1725
Black Students,1999,LAKE COUNTY,287
Black Students,1999,LASSEN COUNTY,65
Black Students,1999,LOS ANGELES COUNTY,188100
Black Students,1999,MADERA COUNTY,691
Black Students,1999,MARIN COUNTY,1104
Black Students,1999,MARIPOSA COUNTY,26
Black Students,1999,MENDOCINO COUNTY,187
Black Students,1999,MERCED COUNTY,2338
Black Students,1999,MODOC COUNTY,22
Black Students,1999,MONO COUNTY,33
Black Students,1999,MONTEREY COUNTY,2923
Black Students,1999,NAPA COUNTY,400
Black Students,1999,NEVADA COUNTY,194
Black Students,1999,ORANGE COUNTY,9757
Black Students,1999,PLACER COUNTY,1071
Black Students,1999,PLUMAS COUNTY,52
Black Students,1999,RIVERSIDE COUNTY,25474
Black Students,1999,SACRAMENTO COUNTY,33107
Black Students,1999,SAN BENITO COUNTY,138
Black Students,1999,SAN BERNARDINO COUNTY,43507
Black Students,1999,SAN DIEGO COUNTY,41263
Black Students,1999,SAN FRANCISCO COUNTY,9896
Black Students,1999,SAN JOAQUIN COUNTY,10744
Black Students,1999,SAN LUIS OBISPO COUNTY,884
Black Students,1999,SAN MATEO COUNTY,4683
Black Students,1999,SANTA BARBARA COUNTY,1948
Black Students,1999,SANTA CLARA COUNTY,9749
Black Students,1999,SANTA CRUZ COUNTY,595
Black Students,1999,SHASTA COUNTY,440
Black Students,1999,SIERRA COUNTY,162
Black Students,1999,SISKIYOU COUNTY,152
Black Students,1999,SOLANO COUNTY,14730
Black Students,1999,SONOMA COUNTY,1803
Black Students,1999,STANISLAUS COUNTY,3635
Black Students,1999,SUTTER COUNTY,385
Black Students,1999,TEHAMA COUNTY,114
Black Students,1999,TRINITY COUNTY,6
Black Students,1999,TULARE COUNTY,1776
Black Students,1999,TUOLUMNE COUNTY,45
Black Students,1999,VENTURA COUNTY,3473
Black Students,1999,YOLO COUNTY,655
Black Students,1999,YUBA COUNTY,825
White Students,2013,ALAMEDA COUNTY,46281
White Students,2013,ALPINE COUNTY,42
White Students,2013,AMADOR COUNTY,2893
White Students,2013,BUTTE COUNTY,18422
White Students,2013,CALAVERAS COUNTY,4411
White Students,2013,COLUSA COUNTY,1037
White Students,2013,CONTRA COSTA COUNTY,59835
White Students,2013,DEL NORTE COUNTY,2301
White Students,2013,EL DORADO COUNTY,19941
White Students,2013,FRESNO COUNTY,37579
White Students,2013,GLENN COUNTY,1824
White Students,2013,HUMBOLDT COUNTY,10889
White Students,2013,IMPERIAL COUNTY,2290
White Students,2013,INYO COUNTY,1118
White Students,2013,KERN COUNTY,43053
White Students,2013,KINGS COUNTY,6307
White Students,2013,LAKE COUNTY,4875
White Students,2013,LASSEN COUNTY,3299
White Students,2013,LOS ANGELES COUNTY,216501
White Students,2013,MADERA COUNTY,6933
White Students,2013,MARIN COUNTY,19220
White Students,2013,MARIPOSA COUNTY,1365
White Students,2013,MENDOCINO COUNTY,6149
White Students,2013,MERCED COUNTY,9827
White Students,2013,MODOC COUNTY,
White Students,2013,MONO COUNTY,
White Students,2013,MONTEREY COUNTY,10983
White Students,2013,NAPA COUNTY,6530
White Students,2013,NEVADA COUNTY,10242
White Students,2013,ORANGE COUNTY,144049
White Students,2013,PLACER COUNTY,42179
White Students,2013,PLUMAS COUNTY,1653
White Students,2013,RIVERSIDE COUNTY,
White Students,2013,SACRAMENTO COUNTY,
White Students,2013,SAN BENITO COUNTY,2368
White Students,2013,SAN BERNARDINO COUNTY,80565
White Students,2013,SAN DIEGO COUNTY,
White Students,2013,SAN FRANCISCO COUNTY,7399
White Students,2013,SAN JOAQUIN COUNTY,29907
White Students,2013,SAN LUIS OBISPO COUNTY,18821
White Students,2013,SAN MATEO COUNTY,26911
White Students,2013,SANTA BARBARA COUNTY,17000
White Students,2013,SANTA CLARA COUNTY,58466
White Students,2013,SANTA CRUZ COUNTY,15051
White Students,2013,SHASTA COUNTY,18949
White Students,2013,SIERRA COUNTY,
White Students,2013,SISKIYOU COUNTY,4038
White Students,2013,SOLANO COUNTY,18184
White Students,2013,SONOMA COUNTY,31672
White Students,2013,STANISLAUS COUNTY,31683
White Students,2013,SUTTER COUNTY,8115
White Students,2013,TEHAMA COUNTY,6232
White Students,2013,TRINITY COUNTY,1151
White Students,2013,TULARE COUNTY,18318
White Students,2013,TUOLUMNE COUNTY,4184
White Students,2013,VENTURA COUNTY,55395
White Students,2013,YOLO COUNTY,10813
White Students,2013,YUBA COUNTY,6379
White Students,2012,ALAMEDA COUNTY,19748
White Students,2012,ALPINE COUNTY,56
White Students,2012,AMADOR COUNTY,2947
White Students,2012,BUTTE COUNTY,18718
White Students,2012,CALAVERAS COUNTY,4562
White Students,2012,COLUSA COUNTY,1076
White Students,2012,CONTRA COSTA COUNTY,29718
White Students,2012,DEL NORTE COUNTY,2361
White Students,2012,EL DORADO COUNTY,20064
White Students,2012,FRESNO COUNTY,38245
White Students,2012,GLENN COUNTY,1830
White Students,2012,HUMBOLDT COUNTY,10155
White Students,2012,IMPERIAL COUNTY,2396
White Students,2012,INYO COUNTY,1189
White Students,2012,KERN COUNTY,44029
White Students,2012,KINGS COUNTY,6645
White Students,2012,LAKE COUNTY,5163
White Students,2012,LASSEN COUNTY,
White Students,2012,LOS ANGELES COUNTY,220609
White Students,2012,MADERA COUNTY,7079
White Students,2012,MARIN COUNTY,18976
White Students,2012,MARIPOSA COUNTY,1382
White Students,2012,MENDOCINO COUNTY,6218
White Students,2012,MERCED COUNTY,10154
White Students,2012,MODOC COUNTY,
White Students,2012,MONO COUNTY,251
White Students,2012,MONTEREY COUNTY,11034
White Students,2012,NAPA COUNTY,6442
White Students,2012,NEVADA COUNTY,10551
White Students,2012,ORANGE COUNTY,148673
White Students,2012,PLACER COUNTY,42451
White Students,2012,PLUMAS COUNTY,1654
White Students,2012,RIVERSIDE COUNTY,47882
White Students,2012,SACRAMENTO COUNTY,47739
White Students,2012,SAN BENITO COUNTY,2232
White Students,2012,SAN BERNARDINO COUNTY,83484
White Students,2012,SAN DIEGO COUNTY,80589
White Students,2012,SAN FRANCISCO COUNTY,6180
White Students,2012,SAN JOAQUIN COUNTY,30660
White Students,2012,SAN LUIS OBISPO COUNTY,19261
White Students,2012,SAN MATEO COUNTY,27054
White Students,2012,SANTA BARBARA COUNTY,17302
White Students,2012,SANTA CLARA COUNTY,59543
White Students,2012,SANTA CRUZ COUNTY,15197
White Students,2012,SHASTA COUNTY,19302
White Students,2012,SIERRA COUNTY,
White Students,2012,SISKIYOU COUNTY,4101
White Students,2012,SOLANO COUNTY,18694
White Students,2012,SONOMA COUNTY,32296
White Students,2012,STANISLAUS COUNTY,32479
White Students,2012,SUTTER COUNTY,8288
White Students,2012,TEHAMA COUNTY,6318
White Students,2012,TRINITY COUNTY,1176
White Students,2012,TULARE COUNTY,19349
White Students,2012,TUOLUMNE COUNTY,4347
White Students,2012,VENTURA COUNTY,57480
White Students,2012,YOLO COUNTY,11044
White Students,2012,YUBA COUNTY,6292
White Students,2011,ALAMEDA COUNTY,47651
White Students,2011,ALPINE COUNTY,
White Students,2011,AMADOR COUNTY,3040
White Students,2011,BUTTE COUNTY,18931
White Students,2011,CALAVERAS COUNTY,4712
White Students,2011,COLUSA COUNTY,1094
White Students,2011,CONTRA COSTA COUNTY,62301
White Students,2011,DEL NORTE COUNTY,2464
White Students,2011,EL DORADO COUNTY,20740
White Students,2011,FRESNO COUNTY,38946
White Students,2011,GLENN COUNTY,1911
White Students,2011,HUMBOLDT COUNTY,11237
White Students,2011,IMPERIAL COUNTY,2534
White Students,2011,INYO COUNTY,1228
White Students,2011,KERN COUNTY,44411
White Students,2011,KINGS COUNTY,6838
White Students,2011,LAKE COUNTY,5304
White Students,2011,LASSEN COUNTY,
White Students,2011,LOS ANGELES COUNTY,225654
White Students,2011,MADERA COUNTY,7359
White Students,2011,MARIN COUNTY,18550
White Students,2011,MARIPOSA COUNTY,1444
White Students,2011,MENDOCINO COUNTY,6337
White Students,2011,MERCED COUNTY,10656
White Students,2011,MODOC COUNTY,719
White Students,2011,MONO COUNTY,245
White Students,2011,MONTEREY COUNTY,11795
White Students,2011,NAPA COUNTY,6671
White Students,2011,NEVADA COUNTY,10789
White Students,2011,ORANGE COUNTY,152405
White Students,2011,PLACER COUNTY,42283
White Students,2011,PLUMAS COUNTY,
White Students,2011,RIVERSIDE COUNTY,106174
White Students,2011,SACRAMENTO COUNTY,83942
White Students,2011,SAN BENITO COUNTY,2198
White Students,2011,SAN BERNARDINO COUNTY,86575
White Students,2011,SAN DIEGO COUNTY,159286
White Students,2011,SAN FRANCISCO COUNTY,6787
White Students,2011,SAN JOAQUIN COUNTY,31518
White Students,2011,SAN LUIS OBISPO COUNTY,19515
White Students,2011,SAN MATEO COUNTY,27176
White Students,2011,SANTA BARBARA COUNTY,17288
White Students,2011,SANTA CLARA COUNTY,60636
White Students,2011,SANTA CRUZ COUNTY,15209
White Students,2011,SHASTA COUNTY,19638
White Students,2011,SIERRA COUNTY,
White Students,2011,SISKIYOU COUNTY,4158
White Students,2011,SOLANO COUNTY,18998
White Students,2011,SONOMA COUNTY,33083
White Students,2011,STANISLAUS COUNTY,33417
White Students,2011,SUTTER COUNTY,8461
White Students,2011,TEHAMA COUNTY,6580
White Students,2011,TRINITY COUNTY,1219
White Students,2011,TULARE COUNTY,19278
White Students,2011,TUOLUMNE COUNTY,4038
White Students,2011,VENTURA COUNTY,57995
White Students,2011,YOLO COUNTY,11349
White Students,2011,YUBA COUNTY,6385
White Students,2010,ALAMEDA COUNTY,48557
White Students,2010,ALPINE COUNTY,48
White Students,2010,AMADOR COUNTY,3137
White Students,2010,BUTTE COUNTY,19263
White Students,2010,CALAVERAS COUNTY,4817
White Students,2010,COLUSA COUNTY,1173
White Students,2010,CONTRA COSTA COUNTY,63134
White Students,2010,DEL NORTE COUNTY,2503
White Students,2010,EL DORADO COUNTY,21943
White Students,2010,FRESNO COUNTY,39329
White Students,2010,GLENN COUNTY,2017
White Students,2010,HUMBOLDT COUNTY,11194
White Students,2010,IMPERIAL COUNTY,2622
White Students,2010,INYO COUNTY,1251
White Students,2010,KERN COUNTY,44109
White Students,2010,KINGS COUNTY,7215
White Students,2010,LAKE COUNTY,5184
White Students,2010,LASSEN COUNTY,3702
White Students,2010,LOS ANGELES COUNTY,232968
White Students,2010,MADERA COUNTY,7458
White Students,2010,MARIN COUNTY,18460
White Students,2010,MARIPOSA COUNTY,1562
White Students,2010,MENDOCINO COUNTY,6506
White Students,2010,MERCED COUNTY,11137
White Students,2010,MODOC COUNTY,742
White Students,2010,MONO COUNTY,281
White Students,2010,MONTEREY COUNTY,11470
White Students,2010,NAPA COUNTY,6882
White Students,2010,NEVADA COUNTY,11323
White Students,2010,ORANGE COUNTY,156175
White Students,2010,PLACER COUNTY,42519
White Students,2010,PLUMAS COUNTY,1810
White Students,2010,RIVERSIDE COUNTY,108701
White Students,2010,SACRAMENTO COUNTY,82375
White Students,2010,SAN BENITO COUNTY,2673
White Students,2010,SAN BERNARDINO COUNTY,89784
White Students,2010,SAN DIEGO COUNTY,162279
White Students,2010,SAN FRANCISCO COUNTY,6349
White Students,2010,SAN JOAQUIN COUNTY,32079
White Students,2010,SAN LUIS OBISPO COUNTY,19710
White Students,2010,SAN MATEO COUNTY,25996
White Students,2010,SANTA BARBARA COUNTY,17805
White Students,2010,SANTA CLARA COUNTY,61010
White Students,2010,SANTA CRUZ COUNTY,14694
White Students,2010,SHASTA COUNTY,19992
White Students,2010,SIERRA COUNTY,352
White Students,2010,SISKIYOU COUNTY,4234
White Students,2010,SOLANO COUNTY,19133
White Students,2010,SONOMA COUNTY,34036
White Students,2010,STANISLAUS COUNTY,34957
White Students,2010,SUTTER COUNTY,8489
White Students,2010,TEHAMA COUNTY,6686
White Students,2010,TRINITY COUNTY,1258
White Students,2010,TULARE COUNTY,19764
White Students,2010,TUOLUMNE COUNTY,3858
White Students,2010,VENTURA COUNTY,58688
White Students,2010,YOLO COUNTY,11629
White Students,2010,YUBA COUNTY,6622
White Students,2009,ALAMEDA COUNTY,25853
White Students,2009,ALPINE COUNTY,67
White Students,2009,AMADOR COUNTY,3309
White Students,2009,BUTTE COUNTY,19271
White Students,2009,CALAVERAS COUNTY,5045
White Students,2009,COLUSA COUNTY,1212
White Students,2009,CONTRA COSTA COUNTY,34786
White Students,2009,DEL NORTE COUNTY,2551
White Students,2009,EL DORADO COUNTY,22373
White Students,2009,FRESNO COUNTY,41294
White Students,2009,GLENN COUNTY,2043
White Students,2009,HUMBOLDT COUNTY,11916
White Students,2009,IMPERIAL COUNTY,2759
White Students,2009,INYO COUNTY,1303
White Students,2009,KERN COUNTY,46641
White Students,2009,KINGS COUNTY,7391
White Students,2009,LAKE COUNTY,5215
White Students,2009,LASSEN COUNTY,3637
White Students,2009,LOS ANGELES COUNTY,234083
White Students,2009,MADERA COUNTY,7728
White Students,2009,MARIN COUNTY,17986
White Students,2009,MARIPOSA COUNTY,1604
White Students,2009,MENDOCINO COUNTY,6423
White Students,2009,MERCED COUNTY,10162
White Students,2009,MODOC COUNTY,814
White Students,2009,MONO COUNTY,761
White Students,2009,MONTEREY COUNTY,12048
White Students,2009,NAPA COUNTY,7070
White Students,2009,NEVADA COUNTY,11650
White Students,2009,ORANGE COUNTY,159782
White Students,2009,PLACER COUNTY,37435
White Students,2009,PLUMAS COUNTY,1868
White Students,2009,RIVERSIDE COUNTY,53064
White Students,2009,SACRAMENTO COUNTY,46710
White Students,2009,SAN BENITO COUNTY,2779
